Vehicle Name,buying_price,selling_price,make_year,vehicle_age,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_powe_bhp,Seats
Maruti Swift LDI Optional,,4,2016,4,Dealer,"1,30,130",First Owner,Diesel,Manual,25.2,,74,5
Renault Duster 85PS Diesel RxL Optional with Nav,,3.4,2013,7,Individual,"1,20,000",First Owner,Diesel,Manual,20.45,,83.8,5
Hyundai Xcent 1.2 Kappa S,,4.25,2015,5,Dealer,"36,844",First Owner,Petrol,Manual,19.1,,82,5
Datsun RediGO Sport,3.18,3,2017,3,Individual,"9,500",First Owner,Petrol,Manual,22.7,,53,5
Maruti Swift Dzire VDI,,5.9,2017,3,Individual,"70,000",First Owner,Diesel,Manual,26.59,,74,5
Tata Safari Storme VX,,6.2,2015,5,Individual,"1,20,000",First Owner,Diesel,Manual,14,,138.1,7
Maruti Eeco 5 Seater AC BSIV,4.47,4.25,2020,0,Dealer,"8,001",First Owner,Petrol,Manual,15.37,,73,5
Mahindra Xylo D2 BSIV,,5.35,2014,6,Individual,"25,000",First Owner,Diesel,Manual,14,,95,8
Nissan Terrano XL Plus 85 PS,,5.25,2016,4,Individual,"60,000",First Owner,Diesel,Manual,20.45,,83.8,5
Maruti Ertiga ZDI Plus,,6.1,2014,6,Dealer,"79,000",First Owner,Diesel,Manual,20.77,,88.8,7
Mahindra XUV500 W6 2WD,16.24,6.6,2015,5,Individual,"60,000",First Owner,Diesel,Manual,15.1,,140,7
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,,9,2018,2,Individual,"60,000",First Owner,Diesel,Manual,25.1,,88.5,5
Maruti Swift VXI,6.37,5.2,2017,3,Dealer,"48,148",First Owner,Petrol,Manual,18.6,,85.8,5
Nissan Sunny XE,,2.7,2013,7,Dealer,"43,099",First Owner,Petrol,Manual,16.95,,97.6,5
Maruti Wagon R LXI BSIII,5.17,1.9,2010,10,Individual,"25,000",First Owner,Petrol,Manual,18.9,,67.1,5
Honda Amaze VX Petrol,6.91,3.49,2016,4,Dealer,"41,200",First Owner,Petrol,Manual,18.6,,88.76,5
Skoda Fabia 1.2L Diesel Classic,,3.1,2011,9,Dealer,"1,10,844",First Owner,Diesel,Manual,19.5,,75,5
Maruti Eeco 5 Seater AC BSIV,4.47,3.08,2016,4,Individual,"5,000",First Owner,Petrol,Manual,15.37,,73,5
Honda City i DTEC VX,13.91,6.29,2016,4,Dealer,"34,000",First Owner,Diesel,Manual,25.1,,98.6,5
Maruti Swift Dzire VDI,,5.25,2015,5,Dealer,"57,000",First Owner,Diesel,Manual,26.59,,74,5
Ford Fiesta Petrol Style,,3.3,2012,8,Individual,"30,000",First Owner,Petrol,Manual,17,,109,5
Fiat Avventura MULTIJET Emotion,,5.5,2015,5,Individual,"50,000",First Owner,Diesel,Manual,20.5,,91.72,5
Maruti Ciaz 1.4 Alpha,,7.95,2017,3,Dealer,"34,000",First Owner,Petrol,Manual,20.73,,91.1,5
Hyundai i20 1.2 Sportz,7.57,4.8,2014,6,Dealer,"72,536",First Owner,Petrol,Manual,17,,80,5
Maruti Ciaz VXi Plus,9.6,6.1,2015,5,Individual,"15,000",First Owner,Petrol,Manual,20.73,,91.1,5
Maruti Swift Dzire VXI,6.74,4.2,2015,5,Individual,"30,000",First Owner,Petrol,Manual,20.85,,83.14,5
Volkswagen Vento Diesel Highline,,3.65,2013,7,Dealer,"44,000",First Owner,Diesel,Manual,20.54,,103.6,5
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,19.36,18.5,2018,2,Individual,"70,000",First Owner,Diesel,Manual,13.68,,147.8,7
Hyundai Santro Xing GL,,1.3,2009,11,Individual,"48,800",First Owner,Petrol,Manual,0,,62,5
Audi Q3 2.0 TDI Quattro Premium Plus,,23.75,2016,4,Dealer,"30,000",First Owner,Diesel,Automatic,15.73,,174.33,5
Hyundai Creta 1.6 VTVT S,11.08,7.5,2016,4,Dealer,"24,000",First Owner,Petrol,Manual,15.29,,121.3,5
Maruti Ertiga VDI,,3.5,2012,8,Individual,"90,000",First Owner,Diesel,Manual,20.77,,88.76,7
Hyundai i10 Magna,,2.19,2012,8,Dealer,"38,452",First Owner,Petrol,Manual,20.36,,78.9,5
Maruti Esteem Vxi,,99111,2007,13,Dealer,"65,000",First Owner,Petrol,Manual,15.9,,null ,5
Fiat Grande Punto 1.3 Dynamic (Diesel),,3.4,2013,7,Individual,"50,000",First Owner,Diesel,Manual,20.3,,75,5
Hyundai i20 Sportz 1.4 CRDi,9.1,3.25,2013,7,Dealer,"34,000",First Owner,Diesel,Manual,21.9,,88.76,5
Maruti Swift VDI,,2.75,2012,8,Dealer,"66,001",First Owner,Diesel,Manual,22.9,,74,5
Hyundai Xcent 1.1 CRDi SX Option,,6.2,2015,5,Individual,"37,000",First Owner,Diesel,Manual,24.4,,71,5
Maruti Ritz VDi,,3,2013,7,Individual,"1,10,000",First Owner,Diesel,Manual,23.2,,73.94,5
Maruti Wagon R VXI BSIII,5.17,1.66,2008,12,Individual,"28,640",First Owner,Petrol,Manual,18.9,,67.1,5
Toyota Innova 2.5 V Diesel 8-seater,,6,2007,13,Dealer,"1,75,000",First Owner,Diesel,Manual,12.8,,102,8
Mahindra Bolero Power Plus ZLX,,7.5,2018,2,Individual,"30,000",First Owner,Diesel,Manual,16.5,,70,7
Nissan Micra XL,,2.65,2014,6,Dealer,"37,500",First Owner,Petrol,Manual,18.06,,75,5
Maruti Baleno Alpha 1.2,6.77,5.75,2016,4,Individual,"50,000",First Owner,Petrol,Manual,21.4,,83.1,5
Renault Pulse RxZ,,4.78,2017,3,Individual,"1,10,000",First Owner,Diesel,Manual,23.08,,63.1,5
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,9.95,8.25,2018,2,Dealer,"36,000",First Owner,Diesel,Manual,23,,98.96,5
BMW X1 sDrive 20d xLine,46.18,24.99,2017,3,Dealer,"40,100",First Owner,Diesel,Automatic,20.68,,188,5
Hyundai i20 1.2 Asta,,3.1,2011,9,Dealer,"66,692",First Owner,Petrol,Manual,17,,80,5
Maruti Alto K10 LXI,,2.7,2016,4,Dealer,"8,230",First Owner,Petrol,Manual,20.92,,67.1,5
Renault KWID RXT Optional,3.81,2.44,2016,4,Individual,"35,000",First Owner,Petrol,Manual,25.17,,53.3,5
Maruti Swift Dzire VDI,,4.4,2014,6,Individual,"1,20,000",First Owner,Diesel,Manual,23.4,,74,5
Nissan Terrano XL Plus 85 PS,,5,2015,5,Individual,"60,000",First Owner,Diesel,Manual,20.45,,83.8,5
Hyundai Creta 1.6 CRDi SX,11.9,7.5,2015,5,Dealer,"66,500",First Owner,Diesel,Manual,19.67,,126.2,5
Tata Nano Std BS IV,,40000,2011,9,Individual,"70,000",First Owner,Petrol,Manual,26,,35,4
Toyota Etios G,,2.5,2011,9,Individual,"40,000",First Owner,Petrol,Manual,17.6,,88.73,5
Ford Freestyle Titanium Petrol BSIV,6.79,6.3,2018,2,Individual,"30,000",First Owner,Petrol,Manual,19,,94.68,5
Maruti Ritz VXI ABS,,3,2010,10,Individual,"25,000",First Owner,Petrol,Manual,21.1,,85.8,5
Maruti Alto K10 VXI,,3,2017,3,Individual,"7,000",First Owner,Petrol,Manual,23.95,,67.05,5
Maruti Wagon R LXI CNG,6.15,2.15,2012,8,Individual,"60,000",First Owner,CNG,Manual,26.2,,58.2,5
Maruti Swift Dzire VXI,6.88,5.4,2012,8,Individual,"25,000",First Owner,Petrol,Manual,19.1,,85.8,5
Mahindra XUV300 W6 Diesel,9.81,8,2020,0,Individual,"2,000",First Owner,Diesel,Manual,20,,115,5
Maruti Swift Dzire ZDI,,4.2,2013,7,Individual,"58,000",First Owner,Diesel,Manual,23.4,,74,5
Chevrolet Spark 1.0 LS,,1.5,2014,6,Individual,"47,500",First Owner,Petrol,Manual,16.2,,62.1,5
Ford Ikon 1.8 ZXi NXt,,3,2009,11,Individual,"1,10,000",First Owner,Diesel,Manual,14.2,,70,5
Maruti Celerio ZXI,,4.25,2017,3,Dealer,"38,963",First Owner,Petrol,Manual,21.63,,67.04,5
Honda Mobilio S i DTEC,,6.9,2014,6,Dealer,"40,000",First Owner,Diesel,Manual,24.2,,98.6,7
Datsun GO T Option BSIV,4.52,2.76,2015,5,Individual,"30,000",First Owner,Petrol,Manual,20.63,,67,5
Ford Freestyle Titanium Diesel,,6,2018,2,Dealer,"63,001",First Owner,Diesel,Manual,23.8,,98.97,5
Chevrolet Spark 1.0 E,,1.15,2008,12,Individual,"1,20,000",First Owner,Petrol,Manual,16,,63,5
BMW X1 sDrive20d xLine,46.18,24.99,2017,3,Dealer,"40,000",First Owner,Diesel,Automatic,19.62,,192,5
Maruti Swift LDI,,4.5,2014,6,Dealer,"57,351",First Owner,Diesel,Manual,22.9,,74,5
Renault Lodgy 85PS RxE 7 Seater,,7.5,2017,3,Individual,"70,000",First Owner,Diesel,Manual,21.04,,83.8,7
Skoda Superb Elegance 2.0 TDI CR AT,,6.49,2013,7,Dealer,"69,000",First Owner,Diesel,Automatic,17.2,,138.1,5
Toyota Fortuner 4x4 MT,37.47,16,2015,5,Dealer,"1,32,000",First Owner,Diesel,Manual,12.55,,168.5,7
Maruti Wagon R AMT VXI Option,5.17,4.12,2018,2,Dealer,"9,450",First Owner,Petrol,Automatic,20.51,,67,5
Mahindra Scorpio 1.99 S10,14.86,8.79,2016,4,Individual,"20,000",First Owner,Diesel,Manual,15.4,,120,7
Maruti Swift Dzire VXI Optional,6.87,6.25,2016,4,Dealer,"78,051",First Owner,Petrol,Manual,20.85,,83.14,5
Hyundai Santro Xing XO,,1.3,2006,14,Individual,"60,000",First Owner,Petrol,Manual,17,,null ,5
Hyundai Creta 1.6 VTVT SX Plus,11.08,10.75,2019,1,Dealer,"19,000",First Owner,Petrol,Manual,13,,121.3,5
Honda Amaze S i-Vtech,,4.8,2014,6,Individual,"46,000",First Owner,Petrol,Manual,18,,86.7,5
Maruti Ertiga VDI,,4.5,2012,8,Individual,"90,000",First Owner,Diesel,Manual,20.77,,88.76,7
Hyundai i20 1.4 CRDi Magna,9.37,2,2011,9,Dealer,"70,000",First Owner,Diesel,Manual,21.9,,90,5
Hyundai Accent GLE,,90000,2010,10,Individual,"1,00,000",First Owner,Petrol,Manual,13.2,,94,5
Tata Nano LX,,85000,2015,5,Individual,"42,000",First Owner,Petrol,Manual,25.4,,37.48,4
Maruti Celerio VXI AT Optional,5.13,3.9,2016,4,Dealer,"35,887",First Owner,Petrol,Automatic,23.1,,67.04,5
Honda Jazz Select Edition Mode,8.44,2.3,2010,10,Dealer,"68,000",First Owner,Petrol,Manual,16,,90,5
Tata Manza Aura Quadrajet,,2.1,2010,10,Dealer,"1,65,856",First Owner,Diesel,Manual,18.8,,90,5
Maruti Celerio VXI,5.23,4.25,2014,6,Dealer,"32,000",First Owner,Petrol,Manual,23.1,,67.04,5
Volkswagen Polo 1.5 TDI Comfortline,,4.9,2014,6,Dealer,"59,000",First Owner,Diesel,Manual,20.14,,88.5,5
Hyundai Verna CRDi 1.6 SX Option,12.41,10.9,2018,2,Dealer,"33,000",First Owner,Diesel,Manual,22,,126.2,5
Maruti Wagon R LX BS IV,5.17,2.65,2012,8,Dealer,"12,000",First Owner,Petrol,Manual,18.9,,67.1,5
Chevrolet Sail 1.3 LS,,2.6,2013,7,Individual,"47,000",First Owner,Diesel,Manual,22.1,,74,5
Renault KWID 1.0 RXT Optional,3.74,3.45,2017,3,Individual,"70,000",First Owner,Petrol,Manual,23.01,,67,5
Honda City SV MT,12.79,6,2015,5,Dealer,"35,000",First Owner,Petrol,Manual,17.4,,117.6,5
Maruti Wagon R VXI,5.26,3,2014,6,Individual,"40,000",First Owner,Petrol,Manual,20.51,,67.04,5
Mahindra Thar CRDe,,6.99,2017,3,Dealer,"44,000",First Owner,Diesel,Manual,16.55,,105,6
Honda Brio VX,,4,2015,5,Individual,"15,000",First Owner,Petrol,Manual,19.4,,86.8,5
Volkswagen Vento 1.6 Highline,9.91,4.89,2015,5,Individual,"43,000",First Owner,Petrol,Manual,15.04,,103.2,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,6.76,5.25,2018,2,Individual,"30,000",First Owner,Petrol,Manual,18.9,,81.86,5
Datsun GO Plus T Option Petrol,4.78,5.3,2018,2,Individual,"9,605",First Owner,Petrol,Manual,19.83,,67,7
Mercedes-Benz E-Class E240 V6 AT,69.77,4.21,2005,15,Dealer,"1,23,374",First Owner,Petrol,Automatic,11.2,,203,5
Hyundai Creta 1.6 CRDi AT SX Plus,12.43,11,2017,3,Individual,"1,95,000",First Owner,Diesel,Automatic,17.01,,126.2,5
Toyota Fortuner 4x4 MT,37.47,14,2012,8,Individual,"1,20,000",First Owner,Diesel,Manual,12.55,,168.5,7
Honda Civic 1.8 S MT,20.82,89000,2006,14,Individual,"82,000",First Owner,Petrol,Manual,13.5,,130,5
Ford Ecosport 1.5 Ti VCT AT Titanium,,5.6,2014,6,Dealer,"78,409",First Owner,Petrol,Automatic,16.5,,110,5
Tata Nexon 1.5 Revotorq XM,9.54,7.5,2019,1,Individual,"25,000",First Owner,Diesel,Manual,21.5,,108.5,5
Hyundai i10 Sportz,,1.6,2010,10,Individual,"80,000",First Owner,Petrol,Manual,20.36,,78.9,5
Toyota Corolla Altis 1.8 G,,3.25,2008,12,Dealer,"90,021",First Owner,Petrol,Manual,14.28,,138.03,5
Nissan Micra XL,,3.5,2016,4,Individual,"40,000",First Owner,Petrol,Manual,18.44,,75,5
Honda Amaze VX i-VTEC,7.06,4.4,2017,3,Individual,"80,000",First Owner,Petrol,Manual,17.8,,86.7,5
Maruti Baleno Delta 1.2,,5.15,2018,2,Individual,"33,100",First Owner,Petrol,Manual,21.4,,83.1,5
Hyundai Verna 1.6 SX VTVT AT,10.09,4.5,2011,9,Individual,"50,000",First Owner,Petrol,Automatic,15.74,,121.3,5
Maruti Alto K10 VXI Optional,,4.2,2019,1,Dealer,"5,000",First Owner,Petrol,Manual,23.95,,67.05,5
Toyota Corolla Altis VL AT,,9.75,2015,5,Individual,"61,400",First Owner,Petrol,Automatic,14.28,,138.03,5
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,,8.5,2018,2,Dealer,"62,000",First Owner,Diesel,Manual,25.1,,88.5,5
Audi A6 2.0 TDI Premium Plus,,17.5,2013,7,Dealer,"51,000",First Owner,Diesel,Automatic,17.68,,174.33,5
Hyundai Grand i10 Magna AT,7.01,5.5,2017,3,Dealer,"15,000",First Owner,Petrol,Automatic,18.9,,82,5
Ford Aspire 1.2 Ti-VCT Trend,6.79,3.8,2016,4,Individual,"37,000",First Owner,Petrol,Manual,18.16,,86.8,5
Maruti Zen Estilo LXI BSIII,,1.55,2008,12,Dealer,"65,000",First Owner,Petrol,Manual,18.2,,67.1,5
Hyundai i10 Era,,2.4,2009,11,Dealer,"34,402",First Owner,Petrol,Manual,19.81,,68.05,5
Maruti Wagon R LXI DUO BSIII,,1.2,2007,13,Dealer,"42,125",First Owner,LPG,Manual,17.3,,57.5,5
Toyota Fortuner 4x4 MT,37.47,14,2012,8,Individual,"60,000",First Owner,Diesel,Manual,12.55,,168.5,7
Mahindra Xylo E4 BS IV,,2.5,2012,8,Individual,"3,00,000",First Owner,Diesel,Manual,11.68,,112,7
Renault KWID 1.0 RXT Optional,3.98,3.65,2018,2,Individual,"21,400",First Owner,Petrol,Manual,23.01,,67,5
Hyundai Grand i10 1.2 Kappa Sportz AT,,5.75,2017,3,Dealer,"30,000",First Owner,Petrol,Automatic,18.9,,81.86,5
Tata Indigo LS,,1.1,2005,15,Individual,"20,000",First Owner,Diesel,Manual,16.1,,70,5
Honda Amaze VX Diesel,8.48,7.8,2018,2,Dealer,"36,951",First Owner,Diesel,Manual,24.7,,98.63,5
Maruti Swift Dzire Vdi BSIV,,5.25,2016,4,Dealer,"50,000",First Owner,Diesel,Manual,19.3,,73.9,5
Hyundai Creta 1.6 CRDi SX,11.9,7.5,2016,4,Individual,"50,000",First Owner,Diesel,Manual,19.67,,126.2,5
Hyundai i10 Sportz 1.1L,,3.25,2015,5,Individual,"40,000",First Owner,Petrol,Manual,19.81,,68.05,5
BMW 3 Series 320d Luxury Line,47.62,12,2012,8,Individual,"50,000",First Owner,Diesel,Automatic,18.88,,184,5
Renault KWID RXE,,2.45,2015,5,Dealer,"32,000",First Owner,Petrol,Manual,20.71,,53.26,5
Honda City i VTEC VX,12.83,6,2014,6,Individual,"1,00,000",First Owner,Petrol,Manual,17.4,,117.3,5
Datsun GO A Option Petrol,4.62,2.55,2017,3,Dealer,"44,000",First Owner,Petrol,Manual,19.02,,67.05,5
Hyundai Creta 1.6 CRDi SX,11.5,8,2015,5,Dealer,"64,907",First Owner,Diesel,Manual,19.67,,126.2,5
Honda City i VTEC SV,12.26,5.5,2015,5,Dealer,"66,983",First Owner,Petrol,Manual,17.4,,117.3,5
Tata Indigo eLS BS IV,,2.5,2014,6,Individual,"60,000",First Owner,Diesel,Manual,25,,69.01,5
Ford Figo Petrol ZXI,6.55,2.2,2011,9,Dealer,"38,256",First Owner,Petrol,Manual,15.6,,70,5
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,19.33,19,2017,3,Individual,"30,000",First Owner,Diesel,Automatic,11.36,,171.5,7
Mahindra Bolero Power Plus Plus AC BSIV PS,,4.73,2015,5,Individual,"1,20,000",First Owner,Diesel,Manual,15.96,,63,9
Renault KWID RXL,3.74,3.75,2019,1,Individual,"5,000",First Owner,Petrol,Manual,25.17,,53.3,5
Hyundai Verna 1.4 VTVT,10.1,6.25,2017,3,Dealer,"23,228",First Owner,Petrol,Manual,17.43,,105.5,5
Mitsubishi Cedia Spirit,,2.75,2009,11,Dealer,"50,000",First Owner,Petrol,Manual,14.7,,115,5
Hyundai Xcent 1.2 Kappa Base,,4.5,2014,6,Individual,"5,000",First Owner,Petrol,Manual,19.1,,82,5
Maruti Alto LX,,1.68,2011,9,Individual,"16,300",First Owner,Petrol,Manual,19.7,,46.3,5
Skoda Rapid 1.5 TDI Ambition BSIV,,8.5,2017,3,Individual,"50,000",First Owner,Diesel,Manual,21.13,,108.6,5
Maruti Wagon R VXI,5.17,3.54,2015,5,Individual,"7,830",First Owner,Petrol,Manual,20.51,,67.04,5
Mahindra Marazzo M2 BSIV,13.42,10.25,2019,1,Individual,"18,000",First Owner,Diesel,Manual,17.3,,121,7
Honda City 1.5 V MT,13.38,4,2010,10,Individual,"1,80,000",First Owner,Petrol,Manual,17,,118,5
Maruti Swift Dzire VDI,,7.55,2019,1,Individual,"10,000",First Owner,Diesel,Manual,28.4,,74.02,5
Honda City 1.5 V AT,12.26,3.1,2010,10,Individual,"50,000",First Owner,Petrol,Automatic,16.8,,118,5
Tata Manza Club Class Quadrajet90 LX,,3.5,2014,6,Individual,"70,000",First Owner,Diesel,Manual,21.02,,88.76,5
Hyundai i20 Active 1.2 S,,5.45,2016,4,Dealer,"65,000",First Owner,Petrol,Manual,17.19,,81.86,5
Maruti Zen Estilo LXI BS IV,,1.3,2010,10,Individual,"57,000",First Owner,Petrol,Manual,19,,67.1,5
Jeep Compass 2.0 Limited 4X4,20.95,15.49,2017,3,Dealer,"52,000",First Owner,Diesel,Manual,16.3,,170,5
Mahindra Thar DI 4X4,14.26,7.45,2018,2,Dealer,"36,000",First Owner,Diesel,Manual,18.06,,63,7
Maruti Alto K10 VXI,,2.7,2016,4,Individual,"60,000",First Owner,Petrol,Manual,23.95,,67.05,5
Honda City i VTEC SV,12.26,5.7,2015,5,Dealer,"35,000",First Owner,Petrol,Manual,17.8,,117.3,5
Maruti Wagon R VXI Minor ABS,5.27,1.21,2007,13,Individual,"53,000",First Owner,Petrol,Manual,18.9,,67,5
Hyundai i20 Magna,7.98,3.25,2013,7,Dealer,"33,135",First Owner,Petrol,Manual,18.5,,80,5
Maruti Eeco 7 Seater Standard BSIV,4.47,2.3,2010,10,Individual,"7,000",First Owner,Petrol,Manual,15.37,,73,7
Maruti Alto LX,,85000,2008,12,Individual,"1,10,000",First Owner,Petrol,Manual,19.7,,46.3,5
Honda City 1.5 V MT,12.26,5.9,2016,4,Dealer,"55,555",First Owner,Petrol,Manual,17,,118,5
Maruti Swift 1.3 LXI,6.13,3.75,2015,5,Dealer,"32,000",First Owner,Petrol,Manual,16.1,,,
Hyundai Grand i10 1.2 CRDi Sportz,,6.25,2018,2,Dealer,"48,000",First Owner,Diesel,Manual,24,,73.97,5
Maruti Alto 800 LXI,3.38,3.1,2019,1,Individual,"15,000",First Owner,Petrol,Manual,24.7,,47.3,5
Maruti Alto LX,,1.5,2010,10,Individual,"29,000",First Owner,Petrol,Manual,19.7,,46.3,5
Hyundai Xcent 1.2 Kappa AT S Option,,4.5,2014,6,Individual,"25,000",First Owner,Petrol,Automatic,16.9,,81.86,5
Hyundai Grand i10 Sportz,,4.1,2015,5,Dealer,"42,715",First Owner,Petrol,Manual,18.9,,82,5
Mercedes-Benz CLA Urban Sport 200,,20,2017,3,Dealer,"50,000",First Owner,Petrol,Automatic,15.04,,184,5
Maruti Ciaz S 1.3,,6.75,2017,3,Dealer,"67,238",First Owner,Diesel,Manual,28.09,,88.5,5
Hyundai i20 2015-2017 Sportz 1.4 CRDi,9.44,5.5,2016,4,Individual,"1,00,000",First Owner,Diesel,Manual,22.54,,88.73,5
Mahindra KUV 100 mFALCON G80 K2,6.68,4.5,2017,3,Individual,"35,000",First Owner,Petrol,Manual,18.15,,82,6
Ford Ecosport 1.5 DV5 MT Titanium Optional,9.92,6,2014,6,Dealer,"65,238",First Owner,Diesel,Manual,22.7,,89.84,5
Maruti Ciaz AT ZXi Plus,,5.5,2016,4,Dealer,"37,000",First Owner,Petrol,Automatic,19.12,,91.1,5
Maruti Zen Estilo LX BSIV,,1.65,2009,11,Individual,"20,000",First Owner,Petrol,Manual,19,,67.1,5
Honda Brio 1.2 VX MT,,3,2015,5,Dealer,"48,000",First Owner,Petrol,Manual,18.5,,86.8,5
Hyundai i20 Sportz 1.4 CRDi,9.26,5.25,2015,5,Dealer,"25,000",First Owner,Diesel,Manual,22.54,,88.73,5
Renault KWID RXT,3.57,3,2017,3,Dealer,"17,000",First Owner,Petrol,Manual,25.17,,53.3,5
Ford Figo Diesel Titanium,8.92,3.5,2012,8,Dealer,"1,15,000",First Owner,Diesel,Manual,20,,68,5
Maruti Swift Dzire VDI,,6,2016,4,Individual,"35,000",First Owner,Diesel,Manual,26.59,,74,5
Toyota Corolla Altis 1.4 DG,,8.5,2016,4,Dealer,"45,000",First Owner,Diesel,Manual,21.43,,86.79,5
Mahindra Scorpio S11 BSIV,14.86,14.25,2018,2,Dealer,"6,345",First Owner,Diesel,Manual,16.36,,140,7
Hyundai i20 Magna 1.2,7.57,5,2015,5,Individual,"60,000",First Owner,Petrol,Manual,18.6,,81.83,5
Hyundai i20 1.2 Asta,7.85,4.7,2012,8,Dealer,"74,357",First Owner,Petrol,Manual,17,,80,5
Nissan Micra Diesel XV,,2.25,2013,7,Individual,"80,000",First Owner,Diesel,Manual,23.08,,63.1,5
Hyundai i20 Active 1.2 S,,6,2018,2,Individual,"25,000",First Owner,Petrol,Manual,17.19,,81.86,5
Renault Scala RxL,,2.99,2014,6,Dealer,"37,865",First Owner,Petrol,Manual,16.95,,97.6,5
Mahindra KUV 100 mFALCON D75 K8,,3.45,2016,4,Dealer,"65,000",First Owner,Diesel,Manual,25.32,,77,6
Maruti Swift DDiS ZDI,,5.8,2017,3,Individual,"1,00,000",First Owner,Diesel,Manual,28.4,,74,5
Volkswagen Polo Petrol Comfortline 1.2L,6.58,3.5,2013,7,Dealer,"23,000",First Owner,Petrol,Manual,16.47,,73.9,5
Nissan Terrano XV Premium 110 PS,,4.85,2013,7,Dealer,"1,65,000",First Owner,Diesel,Manual,19.01,,108.5,5
Tata Nexon 1.5 Revotorq XM,9.54,6.8,2018,2,Individual,"47,000",First Owner,Diesel,Manual,21.5,,108.5,5
Hyundai Verna 1.4 CX VTVT,,5.5,2016,4,Dealer,"27,000",First Owner,Petrol,Manual,17.43,,105.5,5
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,10.29,10.5,2018,2,Dealer,"18,000",First Owner,Diesel,Manual,23,,98.96,5
Tata Nexon 1.2 Revotron XM,8.03,7.5,2020,0,Individual,"5,000",First Owner,Petrol,Manual,17,,108.5,5
Ford Ecosport 1.5 DV5 MT Ambiente,9.92,5.2,2014,6,Dealer,"54,000",First Owner,Diesel,Manual,22.7,,89.84,5
Maruti Ritz VDi ABS,,2.4,2010,10,Individual,"40,000",First Owner,Diesel,Manual,21.1,,73.9,5
Renault Duster 85PS Diesel RxS,,6.25,2017,3,Dealer,"51,430",First Owner,Diesel,Manual,19.87,,83.8,5
Hyundai EON Era Plus,,2.6,2015,5,Dealer,"79,655",First Owner,Petrol,Manual,21.1,,55.2,5
Honda WR-V i-VTEC S,,6.25,2017,3,Dealer,"36,000",First Owner,Petrol,Manual,17.5,,88.7,5
Hyundai i20 Magna 1.2,7.78,5.15,2016,4,Dealer,"60,000",First Owner,Petrol,Manual,18.6,,81.83,5
Hyundai i10 Magna 1.2,6.76,2.45,2012,8,Dealer,"35,000",First Owner,Petrol,Manual,20.36,,78.9,5
Honda City i-VTEC CVT ZX,12.26,11.5,2019,1,Dealer,"9,000",First Owner,Petrol,Automatic,18,,117.6,5
Land Rover Discovery Sport 2015-2020 TD4 SE 7S,72,38,2017,3,Individual,"60,000",First Owner,Diesel,Automatic,12.83,,147.5,7
Hyundai Grand i10 Nios Sportz,,6,2020,0,Individual,"3,800",First Owner,Petrol,Manual,20.7,,81.86,5
Maruti Wagon R LXI CNG,6.15,3.3,2017,3,Individual,"40,000",First Owner,CNG,Manual,26.6,,58.16,5
Renault KWID Climber 1.0 MT,3.81,3.4,2017,3,Dealer,"20,914",First Owner,Petrol,Manual,23.01,,67,5
Maruti Wagon R VXI BS IV,5.46,4.25,2018,2,Dealer,"45,455",First Owner,Petrol,Manual,18.9,,67.1,5
Honda Amaze S CVT i-VTEC,7.06,6.2,2018,2,Individual,"70,000",First Owner,Petrol,Automatic,18.1,,88.7,5
Maruti Ignis 1.2 Delta BSIV,5.57,5.7,2018,2,Individual,"20,000",First Owner,Petrol,Manual,20.89,,81.8,5
Maruti Alto LXi,,1.1,2007,13,Individual,"46,000",First Owner,Petrol,Manual,19.7,,46.3,5
Honda City V MT AVN,12.26,4.7,2013,7,Individual,"15,000",First Owner,Petrol,Manual,16.8,,116.3,5
Volkswagen Ameo 1.5 TDI Highline,,5.5,2017,3,Individual,"47,700",First Owner,Diesel,Manual,21.66,,108.62,5
Honda Jazz Select Edition,8.44,4.5,2016,4,Dealer,"39,000",First Owner,Petrol,Manual,16.7,,,
Hyundai i20 Active 1.2 S,,5.4,2016,4,Dealer,"20,000",First Owner,Petrol,Manual,17.19,,81.86,5
Mercedes-Benz GLA Class 200 CDI SPORT,,25,2016,4,Dealer,"6,000",First Owner,Diesel,Automatic,17.9,,136,5
Hyundai Venue SX Opt Diesel BSIV,9.35,10.5,2019,1,Individual,"28,600",First Owner,Diesel,Manual,23.7,,88.7,5
Maruti Wagon R VXI,5.26,3,2015,5,Individual,"90,000",First Owner,Petrol,Manual,20.51,,67.04,5
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,19.33,19.5,2019,1,Individual,"25,000",First Owner,Diesel,Manual,13.68,,147.8,8
Maruti Ciaz Alpha Automatic BSIV,9.51,9.6,2019,1,Individual,"30,000",First Owner,Petrol,Automatic,20.28,,103.25,5
Maruti Wagon R VXI,5.26,4,2015,5,Individual,"90,000",First Owner,Petrol,Manual,20.51,,67.04,5
Maruti Swift Dzire VDI,,7.57,2019,1,Individual,"15,000",First Owner,Diesel,Manual,28.4,,74.02,5
