sl_no,vehicle_name,buying_price,selling_price,make_year,vehicle_age,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage
5649,Ford Aspire Titanium Automatic,691000,675000,2017,3,Dealer,22597,First Owner,Petrol,Automatic,16.3
5650,Renault KWID RXL,343000,345000,2019,1,Dealer,13931,First Owner,Petrol,Manual,20.71
5651,Honda City i VTEC VX,1234000,690000,2016,4,Dealer,40000,First Owner,Petrol,Manual,17.8
5652,Hyundai i20 Magna 1.2,801000,525000,2015,5,Dealer,33794,First Owner,Petrol,Manual,18.6
5653,Hyundai Verna 1.6 SX VTVT (O),1027000,690000,2013,7,Dealer,51000,First Owner,Petrol,Manual,17.1
5654,Datsun RediGO T Option,311000,235000,2016,4,Dealer,36000,First Owner,Petrol,Manual,22.7
5655,Hyundai Verna XXi (Petrol),1063000,235000,2009,11,Dealer,55000,First Owner,Petrol,Manual,13.9
5656,Maruti Baleno Delta 1.2,668000,565000,2018,2,Dealer,35833,First Owner,Petrol,Manual,21.4
5657,Mahindra XUV500 W6 2WD,1654000,575000,2013,7,Dealer,69300,First Owner,Diesel,Manual,16
5658,Mahindra Scorpio 1.99 S10,1519000,1290000,2017,3,Dealer,35000,First Owner,Diesel,Manual,15.4
5659,Hyundai Creta 1.6 CRDi SX Plus,1263000,1070000,2017,3,Dealer,33000,First Owner,Diesel,Manual,19.67
5660,Hyundai i20 1.2 Asta Option,802999,600000,2017,3,Dealer,32000,First Owner,Petrol,Manual,18.6
5661,Toyota Innova Crysta 2016-2020 2.4 GX MT,1989999,1375000,2016,4,Dealer,50000,First Owner,Diesel,Manual,13.68
5662,Hyundai i10 Magna 1.2,648000,360000,2014,6,Dealer,55000,First Owner,Petrol,Manual,20.36
5663,Hyundai i20 Magna Optional 1.4 CRDi,960000,300000,2014,6,Individual,80000,First Owner,Diesel,Manual,21.9
5664,Ford Figo Petrol ZXI,602000,199000,2011,9,Dealer,50000,First Owner,Petrol,Manual,15.6
5665,Maruti Swift LXI Option,604000,421000,2016,4,Dealer,36000,First Owner,Petrol,Manual,20.4
5666,Toyota Fortuner 4x2 AT TRD Sportivo,3997000,1160000,2012,8,Dealer,140000,First Owner,Diesel,Automatic,12.55
5667,Hyundai i20 1.2 Sportz,802999,235000,2010,10,Dealer,47000,First Owner,Petrol,Manual,17
5668,Maruti Alto 800 LXI,338000,189000,2013,7,Individual,15000,First Owner,Petrol,Manual,22.74
5669,Honda Amaze S CVT Petrol,704000,750000,2019,1,Dealer,9800,First Owner,Petrol,Automatic,18.3
5670,Mahindra XUV500 W7 AT BSIV,1654000,1475000,2019,1,Dealer,22360,First Owner,Diesel,Automatic,15.1
5671,Maruti Wagon R LXI,526000,350000,2015,5,Trustmark Dealer,37499,First Owner,Petrol,Manual,21.79
5672,BMW 6 Series 650i Coupe,7670999,1500000,2009,11,Dealer,65000,First Owner,Petrol,Automatic,7.94
5673,Hyundai Verna 1.6 CRDi EX MT,1309000,465000,2012,8,Dealer,30917,First Owner,Diesel,Manual,22.32
5674,Mahindra XUV500 W8 2WD,1666000,550000,2013,7,Dealer,91000,First Owner,Diesel,Manual,16
5675,Maruti Swift VXi BSIV,604000,240000,2010,10,Dealer,75000,First Owner,Petrol,Manual,16.1
5676,Toyota Fortuner 4x2 AT,3997000,1265000,2012,8,Dealer,51000,First Owner,Diesel,Automatic,12.55
5677,Skoda Octavia 1.8 TSI AT L K,4151000,2200000,2017,3,Dealer,3700,First Owner,Petrol,Automatic,15.1
5678,Tata Nexon 1.5 Diesel,953999,850000,2017,3,Individual,26700,First Owner,Diesel,Manual,0
5679,Hyundai i10 Magna 1.1,648000,268000,2013,7,Dealer,59654,First Owner,Petrol,Manual,19.81
5680,Maruti Wagon R LXI,511000,231000,2012,8,Dealer,49000,First Owner,Petrol,Manual,20.51
5681,Honda City 1.5 S MT,1268000,320000,2011,9,Individual,72000,First Owner,Petrol,Manual,17
5682,Maruti Wagon R LXI,511000,229999,2012,8,Dealer,65000,First Owner,Petrol,Manual,21.79
5683,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,1989999,1550000,2017,3,Dealer,65000,First Owner,Diesel,Automatic,11.36
5684,Mahindra Marazzo M2,1379000,600000,2019,1,Dealer,70000,First Owner,Diesel,Manual,17.3
5685,Maruti Ertiga ZXI Plus Petrol,861999,750000,2017,3,Dealer,50000,First Owner,Petrol,Manual,19.34
5686,Hyundai Venue SX Sport iMT,806000,1050000,2019,1,Dealer,12000,First Owner,Petrol,Manual,18
5687,Ford Endeavour 3.2 Titanium AT 4X4,3575000,2899000,2018,2,Dealer,48000,First Owner,Diesel,Automatic,10.91
5688,Hyundai Elantra SX AT,2071000,690000,2013,7,Dealer,66612,First Owner,Petrol,Automatic,14.5
5689,Maruti Baleno Sigma 1.2,677000,470000,2016,4,Individual,33000,First Owner,Petrol,Manual,21.4
5690,Hyundai Elantra SX,2071000,554000,2013,7,Dealer,67000,First Owner,Petrol,Manual,16.3
5691,Hyundai i20 1.2 Sportz,802999,324000,2012,8,Dealer,55000,First Owner,Petrol,Manual,17
5692,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,868000,590000,2017,3,Dealer,48000,First Owner,Petrol,Manual,15
5693,Honda Amaze S i-VTEC,704000,465000,2016,4,Dealer,52306,First Owner,Petrol,Manual,17.8
5694,Mahindra Thar CRDe AC,1475000,590000,2014,6,Dealer,49000,First Owner,Diesel,Manual,16.55
5695,Maruti Swift Dzire AMT VXI BS IV,674000,620000,2017,3,Dealer,19843,First Owner,Petrol,Automatic,22
5696,Mercedes-Benz S-Class S 350 L,16399999,1350000,2009,11,Individual,51000,First Owner,Petrol,Automatic,10.13
5697,BMW 5 Series 520d Sport Line,7320000,3700000,2018,2,Dealer,34000,First Owner,Diesel,Automatic,22.48
5698,Maruti Wagon R CNG LXI BSIV,598000,425000,2018,2,Trustmark Dealer,33955,First Owner,CNG,Manual,33.54
5699,BMW 5 Series 520d Luxury Line,7320000,4500000,2019,1,Dealer,18000,First Owner,Diesel,Automatic,22.48
5700,Honda Amaze S i-Dtech,877000,350000,2014,6,Dealer,58000,First Owner,Diesel,Manual,25.8
5701,Toyota Camry 2.5 G,4500000,1099000,2014,6,Dealer,53000,First Owner,Petrol,Automatic,12.98
5702,Mahindra XUV500 AT W6 2WD,1654000,1300000,2018,2,Dealer,18000,First Owner,Diesel,Automatic,16
5703,Honda Amaze VX Petrol,704000,425000,2016,4,Dealer,48000,First Owner,Petrol,Manual,18.6
5704,Honda City 1.5 V AT,1268000,352000,2010,10,Dealer,57000,First Owner,Petrol,Automatic,16.8
5705,Maruti Wagon R VXI AMT1.2BSIV,511000,395000,2015,5,Dealer,27000,First Owner,Petrol,Automatic,21.5
5706,Hyundai Verna 1.6 SX VTVT (O) AT,1054000,450000,2012,8,Dealer,74100,First Owner,Petrol,Automatic,17.1
5707,Hyundai Verna VTVT 1.6 SX,1063000,894999,2019,1,Dealer,19608,First Owner,Petrol,Manual,17
5708,Maruti Baleno Delta Automatic,668000,700000,2018,2,Dealer,15000,First Owner,Petrol,Automatic,21.4
5709,Volkswagen Vento 1.6 Highline,1011999,465000,2014,6,Dealer,59484,First Owner,Petrol,Manual,15.04
5710,Maruti Swift Dzire VXI,656000,450000,2015,5,Dealer,57429,First Owner,Petrol,Manual,19.1
5711,Hyundai Creta 1.6 CRDi SX Option,1170000,1050000,2017,3,Individual,110000,First Owner,Diesel,Manual,19.67
5712,Hyundai Grand i10 Magna,648000,490000,2019,1,Dealer,11000,First Owner,Petrol,Manual,18.9
5713,Honda City i VTEC CVT SV,1268000,650000,2015,5,Dealer,80484,First Owner,Petrol,Automatic,18
5714,Mercedes-Benz C-Class 220 CDI AT,5130000,1475000,2014,6,Dealer,75000,First Owner,Diesel,Automatic,14.84
5715,Maruti Swift Dzire AMT VXI,653000,590000,2017,3,Dealer,55000,First Owner,Petrol,Automatic,21.21
5716,Hyundai Grand i10 Magna,648000,425000,2016,4,Dealer,54540,First Owner,Petrol,Manual,18.9
5717,MG Hector Sharp AT BSIV,1496000,1725000,2019,1,Dealer,13000,First Owner,Petrol,Automatic,13.96
5718,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,1014000,450000,2015,5,Individual,80000,First Owner,Diesel,Manual,22.77
5719,Maruti Swift Dzire LXI 1.2 BS IV,653000,450000,2016,4,Dealer,64000,First Owner,Petrol,Manual,22
5720,Ford Ecosport 1.5 DV5 MT Titanium,1014000,480000,2013,7,Dealer,47754,First Owner,Diesel,Manual,22.7
5721,Maruti Wagon R VXI,511000,290000,2014,6,Dealer,86461,First Owner,Petrol,Manual,20.51
5722,Hyundai i20 2015-2017 Sportz 1.2,802999,650000,2017,3,Dealer,31000,First Owner,Petrol,Manual,18.6
5723,Ford Figo Diesel Celebration Edition,861999,235000,2013,7,Dealer,44000,First Owner,Diesel,Manual,20
5724,Hyundai Venue S Diesel,978999,900000,2019,1,Dealer,21000,First Owner,Diesel,Manual,23.7
5725,Maruti Baleno Delta,668000,600000,2018,2,Dealer,23000,First Owner,Petrol,Manual,21.01
5726,Mercedes-Benz C-Class C 200 Kompressor Elegance AT,4762000,1275000,2012,8,Dealer,63000,First Owner,Petrol,Automatic,11.74
5727,Honda City S,1266000,350000,2012,8,Individual,100000,First Owner,Petrol,Manual,16.8
5728,Maruti Swift AMT VXI BSIV,608000,595000,2018,2,Dealer,35759,First Owner,Petrol,Automatic,22
5729,Maruti Ignis Sigma,559000,465000,2017,3,Dealer,30000,First Owner,Petrol,Manual,20.89
5730,Honda City V MT,1268000,765000,2017,3,Dealer,50000,First Owner,Petrol,Manual,17.4
5731,Mercedes-Benz C-Class C 220 CDI Avantgarde,5130000,1349000,2014,6,Dealer,60004,First Owner,Diesel,Automatic,19.27
5732,Ford Ecosport 2015-2021 Signature Edition Diesel BSIV,1014000,950000,2018,2,Dealer,19000,First Owner,Diesel,Manual,23
5733,Skoda Superb LK 1.8 TSI AT,3536999,1675000,2016,4,Dealer,80260,First Owner,Petrol,Automatic,14.67
5734,Honda WR-V i-VTEC VX,960000,849000,2018,2,Dealer,10000,First Owner,Petrol,Manual,17.5
5735,Ford Ecosport 1.5 DV5 MT Trend,1014000,465000,2014,6,Dealer,62091,First Owner,Diesel,Manual,22.7
5736,Maruti Baleno Delta Automatic,677000,600000,2017,3,Dealer,36000,First Owner,Petrol,Automatic,21.4
5737,Hyundai Creta 1.4 CRDi S Plus,1237000,775000,2016,4,Individual,40000,First Owner,Diesel,Manual,21.38
5738,Honda City i VTEC CVT VX,1268000,869999,2016,4,Dealer,25000,First Owner,Petrol,Automatic,18
5739,Toyota Camry Hybrid,4500000,1995000,2016,4,Dealer,85000,First Owner,Petrol,Automatic,19.16
5740,Maruti Dzire VXI,653000,451999,2015,5,Dealer,54500,First Owner,Petrol,Manual,23.26
5741,Maruti Swift VXI,604000,575000,2018,2,Trustmark Dealer,20002,First Owner,Petrol,Manual,22
5742,Honda Amaze VX CVT Diesel BSIV,877000,900000,2019,1,Dealer,11000,First Owner,Diesel,Automatic,23.8
5743,Kia Seltos HTK Plus AT D,1270000,1525000,2020,0,Dealer,9000,First Owner,Diesel,Automatic,17.8
5744,Tata Nexon 1.2 Revotron XZA Plus DualTone,848000,894999,2018,2,Dealer,9000,First Owner,Petrol,Automatic,17
5745,Mercedes-Benz GL-Class 43 AMG Coupe,6601000,6000000,2018,2,Dealer,15000,First Owner,Petrol,Automatic,11.5
5746,Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,925000,785000,2017,3,Individual,15800,First Owner,Petrol,Manual,17
5747,Hyundai Creta 1.4 CRDi Base,1170000,750000,2016,4,Dealer,63000,First Owner,Diesel,Manual,21.38
5748,Maruti Swift VXI 2018,608000,525000,2018,2,Dealer,16000,First Owner,Petrol,Manual,22
5749,Honda Amaze S i-Vtech,704000,425000,2015,5,Dealer,40000,First Owner,Petrol,Manual,18
5750,Kia Seltos HTX D,1270000,1450000,2020,0,Dealer,8000,First Owner,Diesel,Manual,20.8
5751,Maruti Swift Dzire VXi,653000,434999,2014,6,Dealer,38000,First Owner,Petrol,Manual,17.5
5752,Maruti Swift 1.3 ZXI,624000,190000,2008,12,Dealer,73000,First Owner,Petrol,Manual,16.1
5753,Hyundai Grand i10 Sportz,648000,440000,2016,4,Dealer,6600,First Owner,Petrol,Manual,18.9
5754,BMW 5 Series 520d Luxury Line,7320000,3990000,2018,2,Dealer,55000,First Owner,Diesel,Automatic,22.48
5755,Hyundai Verna 1.6 CRDI SX Option,1309000,825000,2017,3,Dealer,28000,First Owner,Diesel,Manual,23.9
5756,Mahindra XUV500 W6 2WD,1654000,625000,2014,6,Dealer,58232,First Owner,Diesel,Manual,15.1
5757,Maruti Celerio ZXI Optional,497000,484999,2018,2,Trustmark Dealer,15161,First Owner,Petrol,Manual,21.63
5758,Maruti Eeco 5 STR With AC Plus HTR CNG,582000,295000,2016,4,Dealer,29000,First Owner,CNG,Manual,15.1
5759,Ford Ecosport 1.5 DV5 MT Titanium,1014000,459999,2013,7,Dealer,47000,First Owner,Diesel,Manual,22.7
5760,Mahindra Scorpio Intelli Hybrid S8,1479000,925000,2015,5,Dealer,60000,First Owner,Diesel,Manual,15.4
5761,Hyundai Grand i10 Sportz CNG,648000,484999,2017,3,Dealer,37500,First Owner,Petrol,Manual,25
5762,Volkswagen Polo 2015-2019 GT TSI,691000,525000,2015,5,Dealer,75000,First Owner,Petrol,Automatic,17.21
5763,BMW 6 Series GT 620d Luxury Line,7733000,5899000,2019,1,Individual,2300,First Owner,Diesel,Automatic,17.09
5764,Hyundai i20 1.2 Magna Executive,802999,579000,2018,2,Dealer,41000,First Owner,Petrol,Manual,18.6
5765,Honda City V MT,1268000,1175000,2020,0,Dealer,4600,First Owner,Petrol,Manual,17.8
5766,Skoda Superb Petrol Ambition,3536999,400000,2010,10,Dealer,42000,First Owner,Petrol,Manual,13.1
5767,Maruti Ertiga ZXI,861999,495000,2013,7,Dealer,68000,First Owner,Petrol,Manual,16.02
5768,Honda Civic 1.8 (E) MT,2084000,245000,2009,11,Dealer,62380,First Owner,Petrol,Manual,13.5
5769,Hyundai Grand i10 Asta,648000,500000,2014,6,Dealer,25000,First Owner,Petrol,Manual,18.9
5770,BMW 3 Series 320d Sport Line,5061000,1889999,2015,5,Dealer,49000,First Owner,Diesel,Automatic,18.88
5771,Maruti Swift VXi BSIV,608000,185000,2006,14,Dealer,84800,First Owner,Petrol,Manual,16.1
5772,Mahindra Scorpio S6 Plus 7 Seater,1519000,1000000,2016,4,Dealer,30000,First Owner,Diesel,Manual,15.4
5773,Mercedes-Benz C-Class 220 CDI AT,5130000,1200000,2013,7,Dealer,38000,First Owner,Diesel,Automatic,14.84
5774,Volkswagen Polo GT TSI,694000,735000,2017,3,Dealer,35000,First Owner,Petrol,Automatic,17.21
5775,Audi Q7 2006-2020 35 TDI Quattro Premium Plus,8059999,4700000,2017,3,Dealer,71000,First Owner,Diesel,Automatic,12.07
5776,Honda Amaze S i-Vtech,704000,390000,2015,5,Individual,42000,First Owner,Petrol,Manual,18
5777,Maruti Baleno Delta 1.2,677000,500000,2017,3,Individual,70000,First Owner,Petrol,Manual,21.4
5778,Mercedes-Benz GLS 2016-2020 400 4MATIC,120000,7000000,2018,2,Dealer,28000,First Owner,Petrol,Automatic,8.9
5779,Ford Ecosport 1.5 DV5 MT Ambiente,1014000,451000,2014,6,Dealer,81360,First Owner,Diesel,Manual,22.7
5780,Honda WR-V i-DTEC VX,1119000,840000,2018,2,Dealer,33000,First Owner,Diesel,Manual,25.5
5781,Maruti Dzire VXI,674000,625000,2018,2,Dealer,28000,First Owner,Petrol,Manual,23.26
5782,Maruti Swift Dzire LXi,653000,250000,2011,9,Dealer,62000,First Owner,Petrol,Manual,17.5
5783,Mahindra XUV500 W11 AT BSIV,1654000,1800000,2019,1,Individual,25000,First Owner,Diesel,Automatic,15.1
5784,Mercedes-Benz C-Class 200 CDI Classic,5130000,899000,2012,8,Dealer,66000,First Owner,Diesel,Manual,15.8
5785,Maruti Baleno Zeta Automatic,652000,655000,2016,4,Dealer,47061,First Owner,Petrol,Automatic,21.4
5786,Hyundai Santro Era Executive,540000,445000,2020,0,Dealer,8268,First Owner,Petrol,Manual,20.3
5787,Maruti Celerio VXI,497000,375000,2016,4,Dealer,36000,First Owner,Petrol,Manual,23.1
5788,BMW 3 Series 320d Sport Line,5061000,1290000,2012,8,Dealer,75000,First Owner,Diesel,Automatic,18.88
5789,Hyundai Verna 1.4 VTVT,1054000,580000,2015,5,Dealer,43000,First Owner,Petrol,Manual,17.43
5790,Maruti Baleno Alpha 1.2,668000,570000,2016,4,Dealer,92000,First Owner,Petrol,Manual,21.4
5791,Honda Jazz 1.2 V i VTEC,851000,650000,2018,2,Dealer,45178,First Owner,Petrol,Manual,18.7
5792,Honda City 1.5 S MT,1268000,425000,2012,8,Dealer,47000,First Owner,Petrol,Manual,17
5793,BMW X1 sDrive20d,4986000,800000,2012,8,Dealer,60000,First Owner,Diesel,Automatic,17.05
5794,Hyundai Creta 1.6 VTVT SX Plus,1158000,925000,2016,4,Dealer,52000,First Owner,Petrol,Manual,13
5795,Volkswagen Polo Petrol Comfortline 1.2L,700000,315000,2011,9,Dealer,62000,First Owner,Petrol,Manual,16.47
5796,Toyota Fortuner 3.0 Diesel,3997000,825000,2010,10,Dealer,67000,First Owner,Diesel,Manual,11.5
5797,Ford Ecosport 1.5 DV5 MT Titanium,1014000,565000,2014,6,Dealer,65554,First Owner,Diesel,Manual,22.7
5798,Maruti Swift Dzire VXi AT,653000,645000,2017,3,Dealer,26000,First Owner,Petrol,Automatic,18.5
5799,Hyundai i20 2015-2017 Magna 1.2,802999,486000,2015,5,Dealer,52000,First Owner,Petrol,Manual,18.6
5800,Honda Amaze E Petrol BSIV,704000,550000,2019,1,Individual,35000,First Owner,Petrol,Manual,19.5
5801,Mahindra XUV500 AT W8 1.99 mHawk,1654000,1175000,2017,3,Dealer,65000,First Owner,Diesel,Automatic,16
5802,Honda Amaze E i-VTEC,704000,580000,2019,1,Dealer,19000,First Owner,Petrol,Manual,17.8
5803,Datsun redi-GO T Option,319000,299000,2016,4,Dealer,47000,First Owner,Petrol,Manual,20.71
5804,Honda City ZX CVT,1268000,1075000,2018,2,Dealer,26000,First Owner,Petrol,Automatic,17.4
5805,Hyundai i20 Sportz 1.4 CRDi,926000,500000,2014,6,Dealer,50000,First Owner,Diesel,Manual,21.9
5806,Mahindra XUV500 W8 2WD,1654000,600000,2013,7,Individual,50000,First Owner,Diesel,Manual,15.1
5807,Maruti Wagon R LXI Minor,511000,150000,2010,10,Individual,60000,First Owner,Petrol,Manual,18.9
5808,Maruti Wagon R LXI CNG,597000,210000,2011,9,Dealer,52000,First Owner,CNG,Manual,26.2
5809,Honda City 1.5 V MT,1234000,495000,2013,7,Dealer,35000,First Owner,Petrol,Manual,17
5810,Mercedes-Benz C-Class C 200 AVANTGARDE,4762000,3650000,2018,2,Dealer,8000,First Owner,Petrol,Automatic,14.74
5811,Hyundai Verna 1.6 CRDi SX,1309000,760000,2017,3,Dealer,62000,First Owner,Diesel,Manual,23.9
5812,Nissan Kicks XV BSIV,1071000,880000,2019,1,Trustmark Dealer,11687,First Owner,Petrol,Manual,14.23
5813,Hyundai i20 Era 1.4 CRDi,974000,340000,2014,6,Dealer,70000,First Owner,Diesel,Manual,22.54
5814,Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,3997000,3090000,2019,1,Dealer,15500,First Owner,Diesel,Manual,14.24
5815,Hyundai Verna VTVT 1.6 SX,1054000,940000,2018,2,Dealer,43000,First Owner,Petrol,Manual,17
5816,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,1997000,1590000,2017,3,Dealer,51000,First Owner,Diesel,Automatic,11.36
5817,Mercedes-Benz GLS 2016-2020 350d Grand Edition,123000,7198999,2018,2,Dealer,15000,First Owner,Diesel,Automatic,11
5818,Renault KWID RXT Optional,343000,335000,2018,2,Dealer,33124,First Owner,Petrol,Manual,25.17
5819,Hyundai Creta 1.6 SX,1158000,1290000,2019,1,Dealer,1470,First Owner,Petrol,Manual,15.8
5820,Maruti Wagon R LX BS IV,526000,265000,2014,6,Dealer,64000,First Owner,Petrol,Manual,18.9
5821,Maruti Alto 800 LXI,333000,275000,2015,5,Dealer,15000,First Owner,Petrol,Manual,22.74
5822,Maruti Ciaz ZXi Option,968000,626000,2014,6,Dealer,49000,First Owner,Petrol,Manual,20.73
5823,Maruti Ignis 1.2 Delta BSIV,557000,465000,2017,3,Dealer,32000,First Owner,Petrol,Manual,20.89
5824,Honda City i VTEC S,1234000,725000,2017,3,Dealer,35000,First Owner,Petrol,Manual,17.8
5825,Hyundai i20 Era 1.4 CRDi,974000,290000,2013,7,Dealer,80849,First Owner,Diesel,Manual,22.54
5826,Tata Tiago 1.2 Revotron XZA,569000,480000,2017,3,Individual,30000,First Owner,Petrol,Automatic,23.84
5827,Honda City i DTEC VX,1479000,610000,2015,5,Dealer,71678,First Owner,Diesel,Manual,25.1
5828,Maruti Swift VXI,604000,465000,2016,4,Dealer,65000,First Owner,Petrol,Manual,18.6
5829,Maruti Swift VXI,604000,385000,2013,7,Dealer,30500,First Owner,Petrol,Manual,22
5830,Maruti Wagon R AMT VXI Plus,511000,390000,2017,3,Individual,47000,First Owner,Petrol,Automatic,20.51
5831,Ford Ecosport 2015-2021 1.5 Ti VCT MT Titanium BSIV,919000,675000,2016,4,Dealer,37000,First Owner,Petrol,Manual,15.85
5832,Honda City i VTEC S,1268000,745000,2017,3,Trustmark Dealer,56239,First Owner,Petrol,Manual,17.8
5833,Honda Amaze S Petrol BSIV,704000,715000,2020,0,Dealer,3000,First Owner,Petrol,Manual,19.5
5834,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,1997000,2225000,2019,1,Dealer,27000,First Owner,Diesel,Automatic,11.36
5835,Hyundai Creta 1.6 SX Automatic Diesel,1263000,835000,2015,5,Dealer,65000,First Owner,Diesel,Automatic,17.6
5836,Ford Ecosport 2015-2021 1.5 Petrol Titanium BSIV,919000,925000,2019,1,Dealer,16000,First Owner,Petrol,Manual,17
5837,BMW 7 Series 730Ld Design Pure Excellence,162000,7975000,2018,2,Dealer,19100,First Owner,Diesel,Automatic,16.77
5838,Hyundai Creta 1.4 E Plus,1263000,875000,2018,2,Individual,60000,First Owner,Diesel,Manual,22.1
5839,Mercedes-Benz C-Class C 200 CGI Elegance,4762000,780000,2012,8,Dealer,67000,First Owner,Petrol,Automatic,11.74
5840,Honda City i DTec V,1479000,549000,2015,5,Dealer,89000,First Owner,Diesel,Manual,26
5841,Maruti Ciaz ZXi Option,968000,750000,2017,3,Dealer,29000,First Owner,Petrol,Manual,20.73
5842,Maruti Baleno Delta 1.2,669000,540000,2017,3,Trustmark Dealer,33528,First Owner,Petrol,Manual,21.4
5843,Maruti Swift LXI Option,604000,488999,2017,3,Dealer,43733,First Owner,Petrol,Manual,20.4
5844,Maruti Baleno Zeta CVT,668000,781000,2019,1,Dealer,10000,First Owner,Petrol,Automatic,19.56
5845,Maruti Swift Dzire VXi,674000,350000,2012,8,Individual,90000,First Owner,Petrol,Manual,17.5
5846,Honda City ZX CVT,1268000,1350000,2019,1,Dealer,12000,First Owner,Petrol,Automatic,17.4
5847,Honda City i-VTEC VX,1268000,880000,2017,3,Dealer,53000,First Owner,Petrol,Manual,17.4
5848,Honda Amaze SX i-VTEC,704000,600000,2017,3,Individual,51000,First Owner,Petrol,Manual,17.8
5849,BMW 5 Series 520d Luxury Line,7320000,3250000,2017,3,Dealer,46000,First Owner,Diesel,Automatic,18.12
5850,Maruti Swift AMT VVT VXI,604000,450000,2015,5,Dealer,50000,First Owner,Petrol,Automatic,22
5851,Honda City i DTec SV,1435000,575000,2015,5,Dealer,63000,First Owner,Diesel,Manual,26
5852,Hyundai Verna 1.6 CRDi EX MT,1309000,465000,2012,8,Dealer,30917,First Owner,Diesel,Manual,22.32
5853,Maruti Baleno Zeta 1.2,677000,585000,2016,4,Dealer,27000,First Owner,Petrol,Manual,21.4
5854,Maruti Swift LXi BSIV,604000,240000,2010,10,Dealer,68000,First Owner,Petrol,Manual,16.1
5855,Hyundai Verna VTVT 1.4 EX,1027000,930000,2018,2,Individual,8143,First Owner,Petrol,Manual,19.1
5856,Honda Civic V BSIV,2084000,1625000,2019,1,Dealer,21500,First Owner,Petrol,Automatic,16.5
5857,MG Hector Sharp AT BSIV,1496000,1875000,2019,1,Dealer,4000,First Owner,Petrol,Automatic,13.96
5858,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,1989999,1680000,2016,4,Dealer,48000,First Owner,Diesel,Automatic,11.36
